Site,Eigenvalue
1,6.084762602160754e-6
2,6.241329080215785e-6
3,0.00016453217382238945
4,0.00016569486094757859
5,0.00020965911209712697
6,0.0002128405466680187
7,0.00022210514969323277
8,0.00023643754548448542
9,0.0002596249842156152
10,0.00029084012545621806
11,0.0003346914184657957
12,0.00039555956167963344
13,0.0004832152292893214
14,0.0006207641958150892
15,0.0007736375932381022
16,0.000986733839486221
17,0.0012786268512395014
18,0.0016733044731117308
19,0.002230715044150416
20,0.00278413050223571
21,0.0036019919319916363
22,0.004659478455247875
23,0.006212703729538183
24,0.007969038589902352
25,0.03158137056281716
26,0.046069458273308064
27,0.06063165886123798
28,0.07464396204870677
29,0.08780254428300352
30,0.11949604321023738
31,0.12771373889606363
32,0.13436329388943918
33,0.13933339220709548
34,0.14267247244940334
35,0.14455858157553417
